date,open,high,low,close,volume
2020-02-09,103.435,103.8588,102.3687,103.0147,906798
2020-02-10,102.5985,104.1437,102.1569,102.6217,423179
2020-02-11,102.3413,103.9471,101.615,102.1302,563336
2020-02-12,100.5059,100.465,99.9969,100.1324,969114
2020-02-13,103.2488,104.2907,103.1434,103.4335,684823
2020-02-14,107.2162,107.463,105.0458,107.4537,890921
2020-02-15,107.7781,108.7478,105.514,107.6523,947279
2020-02-16,109.6021,110.0272,108.7847,109.6418,823157
2020-02-17,109.2056,110.9269,109.4601,110.0469,822414
2020-02-18,107.1856,107.399,106.3106,106.8153,62324
2020-02-19,104.3253,105.128,104.5,104.5046,613554
2020-02-20,99.9422,100.3015,99.6398,99.9754,533496
2020-02-21,100.6886,101.4277,99.8609,101.1149,247629
2020-02-22,96.9648,98.5532,96.0776,97.2358,42672
2020-02-23,95.4811,96.4541,94.7658,95.7734,981110
2020-02-24,95.9359,97.0101,95.2957,95.5905,138235
2020-02-25,95.5644,95.5462,94.2006,94.8402,77066
2020-02-26,97.4389,97.6047,97.1122,97.5252,564750
2020-02-27,97.4759,98.635,96.0428,97.887,922981
2020-02-28,98.1866,98.7562,96.8195,97.9544,318212
2020-02-29,93.5948,95.4283,93.5765,93.6431,857795
2020-03-01,90.2103,90.3519,88.1897,89.6531,278312
2020-03-02,90.1847,90.5879,89.6227,90.3029,635210
2020-03-03,89.8976,91.5241,90.0384,90.7181,530959
2020-03-04,86.7239,87.0171,86.6642,86.8813,445151
2020-03-05,87.3395,87.3697,86.9086,87.1398,275680
2020-03-06,87.6033,88.9557,87.836,88.1469,118308
2020-03-07,91.1428,92.3319,90.5231,91.4689,876136
2020-03-08,89.9678,90.7467,89.674,89.9116,383364
2020-03-09,91.7802,93.5193,91.2711,92.5407,221281
2020-03-10,91.8863,92.6546,90.7104,91.4206,918202
2020-03-11,90.1861,90.0262,88.1735,89.336,907604
2020-03-12,91.4563,92.4278,90.6202,91.0355,189073
2020-03-13,90.5621,91.7207,89.4223,90.9067,907036
2020-03-14,91.381,91.4698,90.0249,90.7871,402124
2020-03-15,94.1715,94.6532,93.0287,93.325,483662
2020-03-16,91.0939,92.7001,90.8805,91.3285,693094
2020-03-17,91.0062,92.6775,90.3299,91.9094,293683
2020-03-18,89.8367,91.4958,89.8772,90.6254,348235
2020-03-19,91.4181,91.6398,90.9073,91.4711,279361
2020-03-20,94.5866,94.2075,92.9729,93.9062,458592
2020-03-21,92.5653,92.849,91.2589,92.1663,268095
2020-03-22,93.9856,94.3693,92.4,94.0921,721221
2020-03-23,93.1212,95.0228,93.0863,93.512,74372
2020-03-24,97.1011,98.2984,96.5742,97.6044,131679
2020-03-25,97.7673,98.1105,96.9402,97.303,422947
2020-03-26,97.1767,97.6704,96.0002,96.5102,398562
2020-03-27,94.4333,96.5344,94.0999,94.6992,575553
2020-03-28,96.334,96.2248,95.1066,95.5217,637130
2020-03-29,94.4507,95.206,93.723,94.3344,497171
2020-03-30,94.9524,97.9854,95.5275,95.6511,298571
2020-03-31,93.7412,93.13,92.1261,93.0023,788625
2020-04-01,92.9174,93.9636,92.981,93.164,49458
2020-04-02,93.0951,94.3001,93.0293,93.2419,435572
2020-04-03,94.654,95.9298,94.9279,95.1129,420066
2020-04-04,95.2551,96.6178,93.6406,95.2275,808451
2020-04-05,98.6223,98.8752,97.4132,97.7566,730716
2020-04-06,98.088,97.1798,97.1351,97.1446,479634
2020-04-07,98.496,99.438,97.3809,98.6187,333711
2020-04-08,102.1305,103.3305,101.4192,102.6625,530298
2020-04-09,98.8385,99.6973,98.1934,98.7416,904342
2020-04-10,97.9452,97.3718,97.2284,97.2524,804013
2020-04-11,98.1748,98.7577,97.5794,97.6504,749206
2020-04-12,97.8638,98.07,96.8,97.3145,146095
2020-04-13,98.7268,99.2327,98.0553,98.447,436020
2020-04-14,96.5845,97.0803,95.8522,96.4188,441552
2020-04-15,93.8907,94.9519,93.7458,93.9217,924435
2020-04-16,94.1273,95.0275,93.2354,94.1111,791075
2020-04-17,90.6259,92.3365,90.531,91.112,771319
2020-04-18,89.0842,89.1222,88.6621,88.7771,458007
2020-04-19,86.3686,87.126,86.2883,87.0482,760359
2020-04-20,88.4985,88.9079,87.2026,88.057,29276
2020-04-21,89.8931,90.7197,89.8581,90.0542,450433
2020-04-22,91.5306,92.1579,90.5439,91.392,222941
2020-04-23,89.574,90.0517,89.2952,89.8228,998409
2020-04-24,90.5529,91.1095,90.3529,90.5088,566621
2020-04-25,95.0178,95.5925,94.7837,94.8414,684414
2020-04-26,96.2242,95.373,95.282,95.3131,652517
2020-04-27,95.3541,96.3018,95.2955,95.8944,229552
2020-04-28,94.9473,94.6328,93.5984,94.4744,785256
2020-04-29,94.1857,95.4342,93.4209,93.8387,607794
2020-04-30,94.3843,95.5965,94.4036,95.4638,416922
2020-05-01,96.1674,96.8966,95.1406,96.6655,255646
2020-05-02,98.8367,100.4021,98.5873,99.3805,127935
2020-05-03,100.2862,101.3681,98.9343,100.1286,694655
2020-05-04,99.3231,99.3676,97.4776,98.5176,863276
2020-05-05,97.227,96.516,95.1353,96.4527,483071
2020-05-06,94.6792,96.9061,95.6641,95.9171,284201
2020-05-07,92.2525,94.1514,92.605,92.7649,866845
2020-05-08,91.8995,93.3268,91.5589,92.5999,91872
2020-05-09,91.6443,93.2366,92.2398,92.2434,701646
2020-05-10,91.6959,92.0834,91.5853,91.9305,223423
2020-05-11,91.6763,91.6305,90.8465,91.0737,923859
2020-05-12,90.9783,91.1683,90.6752,91.04,756053
2020-05-13,89.6466,89.7701,89.0792,89.1408,747420
2020-05-14,86.2141,86.1341,85.5382,86.0461,726391
2020-05-15,86.5627,87.433,85.4176,86.1616,361455
2020-05-16,84.2309,84.2863,83.0279,83.6614,285076
2020-05-17,82.8923,83.8138,83.1188,83.2489,779967
2020-05-18,80.8095,80.8564,80.3284,80.5513,508719
2020-05-19,79.6644,81.2594,80.1345,80.2038,106409
2020-05-20,81.1449,81.4704,80.4414,80.8818,743411
2020-05-21,79.5526,79.7696,78.636,79.6339,732295
2020-05-22,81.612,82.2035,81.7956,81.8023,13861
2020-05-23,80.2742,80.5858,79.7042,80.1807,54872
2020-05-24,80.2358,81.733,79.9169,80.1391,516633
2020-05-25,82.2683,82.7109,81.7501,82.1911,591180
2020-05-26,83.3899,82.9704,82.8485,82.8605,437390
2020-05-27,81.0835,81.4822,80.45,80.5991,473398
2020-05-28,81.5235,82.1254,81.0171,81.7519,597251
2020-05-29,79.1798,80.9088,80.03,80.1511,218881
2020-05-30,79.4214,79.719,78.7656,79.278,579805
2020-05-31,79.5525,79.4158,78.3749,79.3894,306407
2020-06-01,81.4721,80.8249,80.363,80.6894,75637
2020-06-02,78.7655,80.9679,79.0438,79.3053,694300
2020-06-03,79.8517,80.1629,79.237,79.664,157226
2020-06-04,82.3217,83.0519,81.768,82.2143,323554
2020-06-05,79.5217,80.5614,78.971,79.7254,492465
2020-06-06,78.6455,79.942,77.9402,78.8091,518781
2020-06-07,76.473,77.2694,75.912,76.8738,634039
2020-06-08,76.7067,77.2164,75.4598,76.88,604139
2020-06-09,75.9112,76.7009,76.4875,76.6193,605238
2020-06-10,79.2671,79.4939,78.0315,79.1612,961571
2020-06-11,78.5078,80.8471,76.906,78.2264,96674
2020-06-12,76.8378,76.8224,76.5196,76.6753,169637
2020-06-13,76.4416,76.5765,75.1242,75.5573,854085
2020-06-14,75.7436,75.7984,75.1016,75.5921,122552
2020-06-15,77.0215,77.2728,74.8398,77.1266,690606
2020-06-16,78.4722,78.9521,77.4218,78.3141,653878
2020-06-17,78.1469,79.5088,78.3777,78.4109,576898
2020-06-18,78.9918,79.7819,78.6336,79.3026,31271
2020-06-19,81.721,81.6698,81.4501,81.4823,578596
2020-06-20,83.9582,83.2433,82.9175,83.1702,119972
2020-06-21,81.9543,82.4738,81.8975,82.375,752413
2020-06-22,81.9537,82.9499,80.9074,81.7162,496158
2020-06-23,82.4228,82.8407,80.4312,81.8059,533929
2020-06-24,82.0924,82.2365,80.5189,81.7935,896916
2020-06-25,78.5464,79.5157,77.127,78.5818,297578
2020-06-26,77.8656,79.6146,77.1358,78.1418,908291
2020-06-27,79.7301,80.1076,78.7491,79.3147,570827
2020-06-28,75.935,77.9662,75.2505,76.723,251405
2020-06-29,75.6182,75.9707,75.6937,75.7299,781879
2020-06-30,73.2407,72.7768,70.9162,72.5058,831884
2020-07-01,74.2911,76.1741,74.0842,74.2881,527690
2020-07-02,76.0408,75.757,74.431,75.6103,105555
2020-07-03,73.6124,74.1195,73.8558,73.9868,687587
2020-07-04,74.2828,74.6249,74.4545,74.5697,654534
2020-07-05,73.2405,74.8207,72.9582,73.8198,902085
2020-07-06,69.8028,70.6945,69.3008,70.3284,512650
2020-07-07,70.8082,70.7376,69.694,70.6004,966664
2020-07-08,70.8957,70.8635,68.7293,70.3718,798305
2020-07-09,68.6807,69.5338,67.5092,68.498,948308
2020-07-10,69.8221,69.8203,69.0923,69.7087,452607
2020-07-11,70.5179,71.4607,69.6215,70.7705,179240
2020-07-12,72.0292,72.5395,70.8598,71.6637,522841
2020-07-13,72.4211,72.5636,71.8168,72.3542,268729
2020-07-14,70.8948,72.1457,70.2621,70.8316,574149
2020-07-15,72.0732,72.3278,71.1406,71.6797,670975
2020-07-16,73.9359,74.1192,73.2485,73.852,404380
2020-07-17,74.5223,74.5658,73.77,74.2847,311244
2020-07-18,75.4678,75.5732,74.4479,75.5442,288813
2020-07-19,77.5901,78.7134,78.2582,78.6334,955851
2020-07-20,77.0286,77.769,76.6857,77.2081,838665
2020-07-21,77.81,78.9478,77.4654,77.5629,263801
2020-07-22,75.877,77.5898,75.7027,76.4915,659765
2020-07-23,78.4504,78.9119,76.9433,78.2812,35985
2020-07-24,76.2602,76.6817,75.5525,76.0895,784790
2020-07-25,74.4744,75.4784,74.8736,75.2234,384629
2020-07-26,71.7914,72.3413,71.7654,72.0343,865749
2020-07-27,76.4047,76.3506,75.2423,75.6704,844298
2020-07-28,79.4388,79.9826,77.347,78.646,902922
2020-07-29,78.0593,78.6488,76.4091,77.6085,585384
2020-07-30,75.8531,76.8134,74.8754,75.812,477877
2020-07-31,74.4911,75.0351,74.0737,74.1291,670567
2020-08-01,74.884,74.9315,74.7831,74.8002,928187
2020-08-02,75.7177,76.3052,75.2219,76.0681,667269
2020-08-03,77.959,79.1031,77.3268,77.5827,147566
2020-08-04,77.9968,78.0621,77.6143,78.0017,247205
2020-08-05,78.8202,78.9283,77.5294,78.652,780238
2020-08-06,77.6877,78.9335,76.9435,78.0154,929423
2020-08-07,77.439,77.5927,76.6215,77.4125,998742
2020-08-08,77.3898,78.1392,76.8106,76.9811,248582
2020-08-09,76.977,77.7026,77.0415,77.4233,677149
2020-08-10,76.634,77.0503,76.3085,76.4526,890227
2020-08-11,77.295,77.063,76.5036,76.7623,23394
2020-08-12,78.0469,78.3149,76.7251,78.0951,216173
2020-08-13,80.8272,81.1294,80.407,80.5564,912941
2020-08-14,80.3331,82.2488,80.5997,80.8614,291743
2020-08-15,81.6664,81.7947,81.0174,81.4409,183973
2020-08-16,84.2995,85.0819,83.473,84.008,827730
2020-08-17,84.2518,84.8711,84.0026,84.1291,778747
2020-08-18,83.5908,83.6091,82.5758,83.4139,380625
2020-08-19,82.603,82.66,80.635,82.6271,46471
2020-08-20,81.8291,83.9002,81.7447,82.1216,675591
2020-08-21,82.754,82.7645,81.8681,82.6989,720425
2020-08-22,85.0809,85.6054,83.0625,84.7656,338758
2020-08-23,84.8791,84.4852,84.1029,84.2897,575993
2020-08-24,83.7086,84.7087,83.3359,83.9101,531108
2020-08-25,82.5375,83.55,82.8292,83.3158,683535
2020-08-26,84.5186,85.6018,84.258,84.8551,932230
2020-08-27,85.199,85.8388,84.227,85.0719,100704
2020-08-28,85.5648,85.194,84.4538,84.5181,721184
2020-08-29,84.9224,85.2339,84.9013,85.0863,102255
2020-08-30,85.1481,85.8597,84.8344,85.039,589866
2020-08-31,83.1817,83.2001,81.3091,82.7345,987846
2020-09-01,81.6791,84.4143,82.3554,82.7487,630575
2020-09-02,82.4504,82.8179,81.9839,82.4615,506612
2020-09-03,82.2706,82.9872,82.1511,82.597,800649
2020-09-04,82.6221,82.9749,81.4403,82.3944,805711
2020-09-05,83.2802,84.4002,83.2353,83.3553,975215
2020-09-06,82.0315,83.0272,81.3281,81.9722,800444
2020-09-07,81.4725,82.1328,79.7975,81.441,594830
2020-09-08,80.0279,81.367,80.9868,81.1097,97214
2020-09-09,81.2689,81.6545,80.4417,81.0902,389028
2020-09-10,80.3624,81.2182,79.5454,80.5576,927251
2020-09-11,81.0513,81.6174,80.5623,81.4627,286320
2020-09-12,79.6257,80.1767,79.237,79.8831,227040
2020-09-13,80.0545,80.3082,79.3255,79.9155,712444
2020-09-14,78.5676,78.8389,78.1113,78.3096,629437
2020-09-15,79.0929,79.5021,78.0456,79.321,802280
2020-09-16,79.3118,79.9865,77.967,79.2799,185229
2020-09-17,81.1572,81.367,80.5168,80.6454,701499
2020-09-18,80.7788,81.163,80.716,80.8695,20651
2020-09-19,80.6415,80.3303,79.9215,80.2495,425068
2020-09-20,79.8927,80.6419,79.7155,79.8384,341544
2020-09-21,81.8508,83.4455,80.4851,81.6957,380430
2020-09-22,84.9922,85.2864,84.3826,84.4298,550414
2020-09-23,87.1891,88.3378,87.4823,87.4986,817964
2020-09-24,88.8899,89.4641,87.7452,88.5427,950928
2020-09-25,88.6562,89.6371,87.5869,88.8222,155864
2020-09-26,89.4882,89.4158,88.5244,88.9172,798143
2020-09-27,88.7781,89.3182,87.7737,88.9666,487490
2020-09-28,89.3786,90.5633,87.1402,89.0595,592912
2020-09-29,86.8944,87.8426,84.8565,85.8708,332495
2020-09-30,86.3868,86.5203,85.5719,86.2567,289016
2020-10-01,85.1392,85.3566,84.0824,84.9268,40434
2020-10-02,88.4009,88.5744,86.4351,87.9932,897840
2020-10-03,90.4116,90.6675,89.1306,90.0179,831281
2020-10-04,89.6738,90.2505,89.005,89.9907,198383
2020-10-05,89.2448,90.0275,88.9297,89.1155,109529
2020-10-06,90.3823,92.0015,90.0261,90.4033,678513
2020-10-07,91.2393,91.6599,90.1469,91.0526,549141
2020-10-08,89.5163,90.2786,88.9624,89.7353,813085
2020-10-09,87.8568,89.4911,88.1645,88.4762,70113
2020-10-10,87.6239,88.3859,86.9022,87.4061,893931
2020-10-11,85.0579,86.8786,84.795,85.3325,612046
2020-10-12,83.9638,84.99,82.9475,83.3977,695299
2020-10-13,81.545,82.3681,81.0281,81.6785,395976
2020-10-14,81.2399,81.3527,79.913,80.7872,994115
2020-10-15,80.5264,81.8454,79.4763,80.6223,444973
2020-10-16,81.2422,80.3302,79.6085,80.322,359332
2020-10-17,82.3252,82.4103,82.0387,82.1043,81913
2020-10-18,81.2712,82.6689,80.284,81.2957,775524
2020-10-19,82.2355,81.7915,80.9185,81.6404,138414
2020-10-20,81.4416,81.1466,80.3549,80.878,656087
2020-10-21,81.3991,81.6952,80.4672,81.2397,710217
2020-10-22,80.0058,82.5234,79.4038,80.4361,822874
2020-10-23,79.2445,78.8856,78.0578,78.5794,492798
2020-10-24,78.977,79.7379,78.9923,79.4419,462999
2020-10-25,78.5278,78.3559,77.4985,78.2042,170930
2020-10-26,79.5978,80.6704,78.9794,79.3678,673324
2020-10-27,77.626,77.9635,76.7478,77.8723,541970
2020-10-28,78.3286,79.1598,78.5897,78.6413,950282
2020-10-29,76.2016,75.8679,74.3527,75.7482,857375
2020-10-30,74.4485,74.6366,74.1852,74.4279,527392
2020-10-31,73.5377,73.9255,72.9531,73.4093,335165
2020-11-01,75.4632,76.6193,75.2162,76.0075,145283
2020-11-02,79.5139,79.8076,77.9102,79.385,796702
2020-11-03,78.9219,79.7443,78.5961,78.9166,269355
2020-11-04,78.9183,79.5569,78.1086,79.1171,444814
2020-11-05,80.2492,80.5552,80.0511,80.1303,441218
2020-11-06,79.0012,79.5555,77.3299,78.7132,525108
2020-11-07,78.4579,78.5677,77.9047,78.4861,151551
2020-11-08,78.8789,78.5139,77.8571,78.4714,197412
2020-11-09,78.1165,78.4236,77.8509,78.1397,552613
2020-11-10,75.5464,75.9131,75.3971,75.5501,916754
2020-11-11,73.4437,73.6719,72.919,73.4771,18031
2020-11-12,73.6769,73.3566,73.083,73.1426,109699
2020-11-13,73.568,74.6587,73.3622,73.4719,573536
2020-11-14,71.8929,73.2559,71.842,72.374,730168
2020-11-15,71.902,71.5379,70.7261,71.4769,990441
2020-11-16,70.4073,70.4976,69.892,70.3435,44941
2020-11-17,70.2499,70.4182,68.8361,69.8666,497395
2020-11-18,70.1308,70.9929,69.5876,69.825,819771
2020-11-19,72.4443,72.1179,71.6206,71.8077,459176
2020-11-20,73.4345,74.4357,73.0839,73.6583,196892
2020-11-21,71.7584,71.9779,71.1835,71.9578,841064
2020-11-22,73.7955,73.673,71.1241,73.2908,190222
2020-11-23,72.3259,72.2492,71.1417,72.0704,322384
2020-11-24,70.2763,70.3189,69.5692,69.9481,469849
2020-11-25,73.7674,73.1223,71.1858,72.7359,288892
2020-11-26,71.3,72.0806,70.1205,71.113,426942
2020-11-27,68.6942,70.4147,68.7328,69.4695,150715
2020-11-28,70.7722,71.5691,70.3627,70.7027,248459
2020-11-29,71.2591,71.6178,70.2703,70.9509,635487
2020-11-30,72.1303,72.4936,71.3119,71.8482,81620
2020-12-01,70.5991,70.6815,69.4788,70.2949,262736
2020-12-02,71.0074,70.6547,70.2814,70.615,958918
2020-12-03,69.9881,69.8154,69.5616,69.6105,642599
2020-12-04,68.9428,70.4309,68.581,68.9331,895253
2020-12-05,68.5371,69.8953,69.1565,69.7028,850884
2020-12-06,68.8881,69.8075,68.3326,68.601,69093
2020-12-07,67.7235,67.7083,67.4134,67.5355,745031
2020-12-08,68.8946,69.7276,69.0682,69.2922,128257
2020-12-09,72.206,71.9072,71.7187,71.7885,379427
2020-12-10,70.0868,70.7335,70.2128,70.5082,642674
2020-12-11,71.2412,71.0787,70.0012,70.9049,502916
2020-12-12,68.4349,68.7438,68.4358,68.5551,333427
2020-12-13,67.3484,68.2063,67.3654,67.6297,921607
2020-12-14,68.151,69.2195,67.4612,68.4575,136300
2020-12-15,65.8323,66.3685,65.4561,65.7745,161448
2020-12-16,65.4274,65.8879,65.0912,65.5207,994508
2020-12-17,67.9584,68.6967,67.8781,68.1716,666905
2020-12-18,68.9,69.3883,68.5622,69.2381,98966
2020-12-19,68.3375,68.4152,68.0389,68.4085,691731
2020-12-20,66.9966,67.3628,65.5669,66.3548,44195
2020-12-21,66.6408,66.6486,65.5926,66.5066,605788
2020-12-22,66.2273,66.8843,65.6005,66.4291,32757
2020-12-23,65.3796,64.6066,64.1962,64.5954,507404
2020-12-24,64.8752,65.8506,64.0865,64.6773,723063
2020-12-25,66.0137,66.2527,65.548,65.9916,637129
2020-12-26,68.5566,68.7002,66.7954,67.6443,363147
2020-12-27,68.6816,68.4184,67.7594,68.3626,335617
2020-12-28,68.4644,68.755,68.0475,68.4057,54063
2020-12-29,67.9061,68.7256,67.6916,68.0766,908340
2020-12-30,69.9275,70.8947,69.1287,70.1542,200055
2020-12-31,70.2589,71.1198,69.4743,70.297,324528
2021-01-01,69.9354,69.7009,69.0924,69.6959,253422
2021-01-02,70.1138,70.6234,69.209,69.9861,926199
2021-01-03,71.1993,72.0422,71.1345,71.1548,113718
2021-01-04,67.963,69.1358,68.3754,68.5394,384713
2021-01-05,68.8501,69.0368,68.3683,68.9741,303620
2021-01-06,70.1754,70.8317,70.408,70.4596,654516
2021-01-07,70.1123,70.4868,69.4735,70.1671,834510
2021-01-08,72.1341,72.0601,71.717,71.9839,632728
2021-01-09,70.3718,70.3656,69.9518,70.3182,350218
2021-01-10,71.4973,71.703,70.0045,70.8938,147570
2021-01-11,70.8991,70.8384,68.87,69.9874,776232
2021-01-12,71.0151,71.8311,70.1873,71.0346,514641
2021-01-13,70.4243,71.3121,70.4626,70.7348,707537
2021-01-14,72.6043,72.3592,71.3396,71.885,915462
2021-01-15,71.9145,71.9198,69.9142,71.7655,821934
2021-01-16,73.7731,73.8238,73.6211,73.6547,504787
2021-01-17,74.1731,75.5855,73.6168,74.6625,155954
2021-01-18,74.8986,75.6595,74.1077,75.1556,201051
2021-01-19,76.9462,76.5482,75.7896,76.4694,431311
2021-01-20,74.5309,74.4143,72.9804,74.4026,763736
2021-01-21,75.4852,75.3201,74.9873,75.1638,695395
2021-01-22,73.6266,73.8337,72.9485,73.7365,560024
2021-01-23,72.4141,73.5627,72.8311,72.9917,675558
2021-01-24,73.4698,73.921,71.5444,73.3784,293559
2021-01-25,72.3621,72.5981,71.8137,72.4136,304042
2021-01-26,71.8318,72.859,70.9845,71.8035,588713
2021-01-27,74.376,74.7237,74.1334,74.1889,710489
2021-01-28,71.4192,71.6236,70.701,71.2176,811616
2021-01-29,72.1739,72.1817,71.3574,71.6229,364188
2021-01-30,73.2581,74.0067,73.5046,73.5132,869170
2021-01-31,70.0951,70.6674,70.1485,70.2752,646584
2021-02-01,70.4618,70.7413,68.7754,70.2228,237633
2021-02-02,70.2199,70.1069,68.9811,69.9319,106428
2021-02-03,69.4083,69.9646,67.7459,69.6208,166613
2021-02-04,66.7012,67.8297,66.4143,66.9651,210144
2021-02-05,67.1269,67.5639,66.9611,67.0128,807066
2021-02-06,68.3976,68.995,67.4465,68.5179,983169
2021-02-07,71.9355,71.9738,70.4113,71.5987,980288
2021-02-08,76.2992,77.2912,75.3217,76.0311,983105
2021-02-09,76.1213,77.5617,75.9679,76.0194,313886
2021-02-10,75.3376,75.5192,74.7572,75.3705,673464
2021-02-11,73.4314,73.9333,72.3697,73.7022,491755
2021-02-12,73.8466,74.6472,72.75,73.3271,680776
2021-02-13,72.6456,73.7614,73.1826,73.2914,596361
2021-02-14,72.5271,73.2853,72.0637,72.8608,426187
2021-02-15,73.9726,74.4735,72.7511,73.6884,194757
2021-02-16,75.3657,75.4816,75.3018,75.383,403206
2021-02-17,75.5289,76.881,75.0056,75.6202,758997
2021-02-18,74.7901,74.8353,74.2307,74.5786,701224
2021-02-19,75.7825,75.97,74.7931,75.5326,939599
2021-02-20,77.0238,78.3997,77.1331,77.5385,987327
2021-02-21,77.1527,77.9709,76.8711,76.9505,161626
2021-02-22,73.0549,73.2598,71.8594,72.6518,958136
2021-02-23,70.6926,71.0666,70.6502,70.9061,260486
2021-02-24,69.6924,70.9634,69.9095,70.1087,554829
2021-02-25,69.9049,70.2242,69.7241,69.9539,575251
2021-02-26,70.6874,71.0082,70.3229,70.7358,896993
2021-02-27,70.4939,70.0931,69.7924,70.0487,96359
2021-02-28,71.3561,71.7506,70.9348,71.2911,436604
2021-03-01,70.9765,70.8916,69.5773,70.8261,759414
2021-03-02,71.9216,71.992,71.4127,71.9169,77577
2021-03-03,73.6618,73.3932,71.0437,73.2043,980981
2021-03-04,76.717,78.0451,76.041,76.662,189724
2021-03-05,76.9057,78.2834,75.882,76.981,441781
2021-03-06,75.0011,75.8533,73.1547,74.7361,396833
2021-03-07,72.7654,73.9332,72.6733,73.1526,686280
2021-03-08,73.6147,73.9159,72.8961,73.6312,134533
2021-03-09,73.4954,74.0104,73.3361,73.4937,313856
2021-03-10,71.4161,71.5181,70.6382,71.2565,241820
2021-03-11,72.1124,71.9412,71.0149,71.2842,761242
2021-03-12,70.9104,71.5084,70.7998,71.3267,982716
2021-03-13,71.6816,71.6076,71.433,71.5229,36207
2021-03-14,69.3544,69.8847,69.1799,69.5418,47385
2021-03-15,69.3945,69.0123,68.4428,68.7229,60185
2021-03-16,72.3571,73.3146,71.4055,71.5639,605095
2021-03-17,70.4899,71.6321,70.4739,70.7649,317422
2021-03-18,73.7232,75.2823,73.0185,73.7739,289519
2021-03-19,76.6087,77.8944,75.9544,77.1917,657401
2021-03-20,76.4545,77.2295,75.6812,76.3526,675565
2021-03-21,75.4529,76.2596,74.7729,75.099,157466
2021-03-22,74.7463,75.2655,74.272,74.8119,237290
2021-03-23,73.3155,75.1908,73.5231,74.0875,590704
2021-03-24,72.7264,73.1881,72.0849,72.794,268382
2021-03-25,73.0769,74.4247,72.1546,73.4109,97955
2021-03-26,70.884,71.07,70.1215,70.7744,635356
2021-03-27,69.0574,69.3602,68.0808,68.5204,760489
2021-03-28,68.7919,68.494,67.6956,68.0746,318915
2021-03-29,67.9764,68.3446,66.6994,68.3125,124014
2021-03-30,68.0049,69.4182,67.3699,68.2745,738954
2021-03-31,68.9497,70.6152,68.0101,69.1418,400152
2021-04-01,67.5167,67.4251,66.9927,67.2205,926695
2021-04-02,66.5735,66.6226,65.8725,66.6174,881521
2021-04-03,66.3352,66.6453,66.1636,66.2416,907058
2021-04-04,67.1557,66.7488,66.2771,66.382,608275
2021-04-05,66.4066,66.7247,66.0222,66.1809,598467
2021-04-06,66.5507,67.653,66.3968,66.9709,270826
2021-04-07,66.565,67.8823,66.9258,67.1078,484214
2021-04-08,68.7757,69.3582,67.7696,68.2992,513036
2021-04-09,69.4171,70.8044,67.729,69.47,550395
2021-04-10,71.977,72.4527,71.149,72.158,802467
2021-04-11,72.8536,72.9697,72.7673,72.9538,159366
2021-04-12,75.0818,74.7622,73.9868,74.7113,700143
2021-04-13,77.7422,78.4938,77.7258,77.8005,559065
2021-04-14,77.5238,77.6191,76.9697,77.5809,301614
2021-04-15,79.8192,80.625,79.797,80.4666,954966
2021-04-16,81.991,83.6942,81.4354,82.0375,650887
